1.086470147530980302e-05 3.554732509284688957e-14
1.086534800647351243e-05 3.554221061993889368e-14
1.086599458820703865e-05 3.553709755585962054e-14
1.086664122051481168e-05 3.553198589708165651e-14
1.086728790340125303e-05 3.552687565375731328e-14
1.086793463687078759e-05 3.552176682474094393e-14
1.086858142092784365e-05 3.551665940636043250e-14
1.086922825557684612e-05 3.551155339495273179e-14
1.086987514082222158e-05 3.550644878686386331e-14
1.087052207666840002e-05 3.550134559115006386e-14
1.087116906311980466e-05 3.549624380770296919e-14
1.087181610018086546e-05 3.549114343287038682e-14
1.087246318785601241e-05 3.548604446300911096e-14
1.087311032614967210e-05 3.548094689448491621e-14
1.087375751506627452e-05 3.547585073527101539e-14
1.087440475461024796e-05 3.547075598628375563e-14
1.087505204478602579e-05 3.546566264389069121e-14
1.087569938559803629e-05 3.546057070446832524e-14
1.087634677705070944e-05 3.545548016440204658e-14
1.087699421914847862e-05 3.545039103059495611e-14
1.087764171189577382e-05 3.544530330497564206e-14
1.087828925529702839e-05 3.544021698393129186e-14
1.087893684935667571e-05 3.543513206385794715e-14
1.087958449407914407e-05 3.543004854116046585e-14
1.088023218946887362e-05 3.542496642168461019e-14
1.088087993553029094e-05 3.541988570835889691e-14
1.088152773226783619e-05 3.541480639758998886e-14
1.088217557968594105e-05 3.540972848638965568e-14
1.088282347778904226e-05 3.540465197155363274e-14
1.088347142658157152e-05 3.539957685788780580e-14
1.088411942606796895e-05 3.539450314931322379e-14
1.088476747625266794e-05 3.538943084226071394e-14
1.088541557714010864e-05 3.538435993316975570e-14
1.088606372873472271e-05 3.537929041848848707e-14
1.088671193104095030e-05 3.537422230199048414e-14
1.088736018406323326e-05 3.536915558857247793e-14
1.088800848780600496e-05 3.536409027468443027e-14
1.088865684227370384e-05 3.535902635678489844e-14
1.088930524747077176e-05 3.535396383134101620e-14
1.088995370340164715e-05 3.534890270110634988e-14
1.089060221007076848e-05 3.534384297194145443e-14
1.089125076748258097e-05 3.533878464031528746e-14
1.089189937564151800e-05 3.533372770270533890e-14
1.089254803455202648e-05 3.532867215559759945e-14
1.089319674421854826e-05 3.532361800073784354e-14
1.089384550464552010e-05 3.531856524493866133e-14
1.089449431583738891e-05 3.531351388468788628e-14
1.089514317779859824e-05 3.530846391648178324e-14
1.089579209053358654e-05 3.530341533682509253e-14
1.089644105404680242e-05 3.529836814646781894e-14
1.089709006834268603e-05 3.529332235316299473e-14
1.089773913342568598e-05 3.528827795341717776e-14
1.089838824930024582e-05 3.528323494313113756e-14
1.089903741597080738e-05 3.527819331843568808e-14
1.089968663344182098e-05 3.527315307909246711e-14
1.090033590171773014e-05 3.526811423377888150e-14
1.090098522080298180e-05 3.526307677901554347e-14
1.090163459070202287e-05 3.525804071133138301e-14
1.090228401141930197e-05 3.525300602726364152e-14
1.090293348295926773e-05 3.524797272560194764e-14
1.090358300532636705e-05 3.524294081594134276e-14
1.090423257852504687e-05 3.523791029482098050e-14
1.090488220255975580e-05 3.523288115878822494e-14
1.090553187743494754e-05 3.522785340439867587e-14
1.090618160315507071e-05 3.522282702948159001e-14
1.090683137972457223e-05 3.521780204453847308e-14
1.090748120714790750e-05 3.521277844612682442e-14
1.090813108542952173e-05 3.520775623081232862e-14
1.090878101457387373e-05 3.520273539516883656e-14
1.090943099458541209e-05 3.519771593607673783e-14
1.091008102546858714e-05 3.519269786493285108e-14
1.091073110722785088e-05 3.518768117831295200e-14
1.091138123986766208e-05 3.518266587280090052e-14
1.091203142339247276e-05 3.517765194498866608e-14
1.091268165780673153e-05 3.517263939147625187e-14
1.091333194311489887e-05 3.516762822323028858e-14
1.091398227932142848e-05 3.516261843750213240e-14
1.091463266643077235e-05 3.515761003073375558e-14
1.091528310444739098e-05 3.515260299943150775e-14
1.091593359337573636e-05 3.514759734021366210e-14
1.091658413322026896e-05 3.514259306303202083e-14
1.091723472398544080e-05 3.513759016610090574e-14
1.091788536567571404e-05 3.513258864604054644e-14
1.091853605829554238e-05 3.512758849947909897e-14
1.091918680184938630e-05 3.512258972305267111e-14
1.091983759634170288e-05 3.511759232570955823e-14
1.092048844177695430e-05 3.511259630661532220e-14
