2.4	0.89	0.017	0.07955974674135826926305246959109663595986091729727273801513842064576520384455615101873992342264520387876169603020742880950484161565371578810965035835727775704529098106773920681235239196372265752878021
2.4	0.89	0.0172	0.07953615942989112195974696463138931337064569963518783245823530226277674870936681061386070421586184504202674915049912576058160537547743173096816174267700800412375072934141702186225684841732817516894966
2.4	0.89	0.0174	0.07951229844092252835369109778694236664938701677313731832891918629238306317408093887827525199561445249633092357168787006511613361290153577782935421029198378841907855719882675413240020855601523073033591
2.4	0.89	0.0176	0.0794881638511334204307370065353645727901472797383928143977202710712380730471803198710299135437678965200507032297099046675000153179320118248675055128075869676597328452604593831689068917103228973605343
2.4	0.89	0.0178	0.07946375573809263176877705381411455611109079148027347551749597570502591421928905945823385330178269414030937234408558348821368552112446727127250409138455426019208137798522506683801168781755870854328523
2.4	0.89	0.018	0.07943907418025694678737085404842140856738792961358290964237361964501278440998992094890418502551576128742053125253898487041973006821735917423200308641756927086947536428655138179598384661871058789761472
2.4	0.89	0.0182	0.07941411925697115058297430884058034232309869601646024901584606411496241190200174819814593293108300136497063880968045267068438029896403562222232317227213531788691494190023915825923575368894892824890213
2.4	0.89	0.0184	0.07938889104846807935056788841794682519509037110182312921805825526885244182542206550460540210779673288977820232845365757986190007983691453363274530751613045404916354371022256757519663867004360333686985
2.4	0.89	0.0186	0.07936338963586867139249156555240734517040575724798606900865579138056021982773171715840888338928366070675769330715761076390817653190586904937984960960727078662606237558083547565922867392175838953563263
2.4	0.89	0.0188	0.0793376151011820187153039884770223632304793445822775039751303820046092007904466717774246400716292426630785054118624904775001757476969112910188563841079169557544596327524005112585978108350988529089545
2.4	0.89	0.019	0.07931156752730541921549366636603670472505460993106822043733779769739576195488825016687296894021497079688064723809581657114811056801939699474690545926401771954476421055776655697007190973339656110731256
2.4	0.892	0.017	0.039763952721066908524812581690130544697645112731761088422485681946562682999381158881783232435034192038512694882201922895041875927804734308250905244084448762893139122081654780766109973679500189041842795
2.4	0.892	0.0172	0.039752123827205880724023747664442365412099363847349625025973422677398178622565852982008405455696698598620783477864455567194397987898683869191914847599203950286457366857940858496391455875929267025040779
2.4	0.892	0.0174	0.039740157686564828218532238780402887338207586819262247604461074450156739811133053414826745469830440577094497401581624070266757997814259333924521176547925867829205986332216010368006798148614113525621033
2.4	0.892	0.0176	0.039728054337627817373685531220543613964056131333394587186269376959201158829513990084017959210764296916617736933435040351674147622608009331189407856346028322586056333350951249249505557527205969615142043
2.4	0.892	0.0178	0.039715813819324533567678132913306160929691770206209189374753527081345386817673930491596253250290714209345286221999244703933855159030760101237938354113313296710650326294533175718755583830184105850544991
2.4	0.892	0.018	0.039703436171030306097451406217330801052020877177323426541419668976630722580845069395846713240891847977037344381206029278155250898056114971618301977729109392268546488177134025582441609497889494111122018
2.4	0.892	0.0182	0.039690921432566133380715498252745476254820975475970416919187531005033318165056902591888630104364617272226367547502041848984435831928086646581223835201077540617757443886046172028223023394055086510563278
2.4	0.892	0.0184	0.039678269644198708454495790592464299460354132586696695644381461715205483140883768585427929364543750195732320752460529907497843619512183144257812337665148059877266106597301988731579281382652582685780391
2.4	0.892	0.0186	0.03966548084664044477061141228813832163724732436327988872506184219123636885614090561938668904669779212246430547187917729722418419330370744141820639699338317867592412835963523503917721504877658885782787
2.4	0.892	0.0188	0.03965255508104950228849849708128524200826607892304882727535234421891560062738901863227832716241541518482192735478044276203299757516077913411160013323068785061272809400605563362833327521202029782359046
2.4	0.892	0.019	0.039639492389029813865796006178713320654565595384116783671837480527450615067504196958251293725563095038081020544552865036907714277764356061358218845343052266973939948115843294206439748560006677500420833
2.4	0.894	0.017	0.026602713846334210156979907765145897467320902623155913196269485384284082132514144569719319934230923641480575040152443628988358531983563859061866596323520471489022582091631289451681777981093468850723119
2.4	0.894	0.0172	0.026594773847351720253283763603435753734534520739336384665853696543354384454693011350489097177388392461681075258139532789473604902553827151816070902072708352589189979150809715275118247628583935336481483
